document	label
스타트랙 역시 너무 잽있네요~	1
키스한방에 인생이 역전되는 한국드라마식 영화 하지만 내용은최고엿다 그치만 평점이 너무나도 사기적이기에 너무 질투나서 1점을 준다 실제론 10점준거임	0
민주주의가 무엇인지 생각하게해준다	1
포뇨같은 친구 있었으면 ㅎㅎ	1
이게 다 놈현 때문이다 잃어버린 10년	0
인디아나 배꼇다고 밖애 할말이..	0
잼있든데ㅋㅋ	1
일본 멜로에선 찾아볼 수 없는 '에단'이라는 개그요소가 등장해서 나름 재밌게 봤음. 근데 1점짜리가 왜 이렇게 많은지 이해가 안가네...	1
볼만헀음	1
스토리도 엉성하고 반전도 없고 재미도 없는 처음부터 끝까지 잔인하기만한 쓰레기 영화. 블레이드 재밌게 본사람들 제목에 속아서 저처럼 돈낭비 시간낭비 하지말고 딴거보셈	0
아...젠장 너무 멋있잖아!!!	1
감성적인 척, 출연진 낭비.	0
정말 재밋는데 사람들이 잘 모름 명량만 보지말고 이것도 봤음하네	1
이렇게 열심히 본 드라마는 처음이네요. 울고 웃으며 여러가지 생각도 하게 만들고. 이런 드라마가 많이 나왔으면 좋겠어요.	1
여자가 한을 품으면 오뉴월에 서리가 내린데	1
이걸바로 영화라고하는거다 OO들아	1
연기 넘잘해용~~언니 화이팅이요	1
요근래젤재미있었던드라마!!몇번은더보게될꺼같아요^^	1
요번에 갑자기 생각난 드라마 ㅎㅎ 정말 재밌게 봤었던 기억이 난다 ㅎㅎ	1
이게 영화인지 선전공작인지	0
안봐서모름;;ㅡㅡㅇ	0
가믄갈수록잼네이시리즈는	1
보면서 돌아가신 엄마가 생각이 많이 났어요.. 나는 시간이 지나도 아직도 엄마를 잃고 너무나도 고통스러워 하고 있지만, 이 영화를 보면서 엄마가 나를 잃은게 아니라서 다행이라는 생각이 들었어요. 그런 고통을 엄마한테 주기엔 엄마를 너무 사랑하거든요	1
내가 일본 영화를 사랑하는 이유는 일본 영화는 눈으로 보는게 아니라 마음으로 볼수있기 때문이다! 싸구려 한국영화에 지친 그대들에게 이 영화를 추천한다!	1
늑대인간에 대한 실화..정말 이런 일이 존재한걸까?	1
정말 소름돋는 영화네요..두번 세번 보고싶게 하는 영화에요감독님 정말 대단하다는 말밖에..	1
유일한 오점-> 최수종.	1
박평식이 8점준 영화다.	1
전부다 소장하고싶다. 버릴에피소드가 하나도 없다	1
매춘부들은 사회의 악이다 이 영화는 매춘부들이 꼭 봐야할 영화다	1
그냥저냥 무난함 나쁘지도좋지도않은	0
뭐 괜찮은거 같던데... 달리다가 쳤을때 여자반응 최고 ㅎㅎㅎ 저런사람이 있냐 ㅎㅎ	1
춤잘추는 현준은 지내나라사람이라 우기겠지 중국놈들 ㅉㅉ	0
선곡과 연출의 눈에보이는차별 점수 미공개 전체적으로 점수의 일관성없음 걍 총체적난국	0
이것도 드라마라고 쌍욕 나오게 만드는 뭣같은 드라마제발 꺼져버려 정신건강에 해로워	0
포스터만 보고 중이병걸린 학생들 얘기겠거니 하고 봤는데 진짜 재밌음...사람심리를 잘꿰뚫어보는 영화	1
마츠준은 멋있다.	0
규홍아.이제는 창작인 척 하고 자빠졌니?도대체 니 양심은 어디다 팔아 먹었니?	0
그냥 뮤지컬이라고 생각하고 음악에 몰입하면 한없이 즐거운 영화	1
우디앨런의 위트 엠마스톤의 사랑스러움 기분좋은영화	1
아존나 쓰래기네 너무싸구려야팔지마!	0
그냥 돈이 많을 때 보는 영화	0
내생애 최악의 쓰레기영화 감독새끼 제정신으로 만든건지 ㅉㅉ	0
개짜증~~~~~	0
진짜 이런영화는 역대 상상도 못해봤고 앞으로도 안나올..내 인생 최고의 쓰레기영화.. 무슨 정신병가진 사상과 이해를 전혀 할수없는 난해한 영화그런데 평점은 왜이리 높은지 이해불가	0
맨날 남자만 호갱되다 여자 호갱 되니 꿀잼	0
와 졸라 촌시러워 ~~~~ㅋㅋㅋㅋ	1
케스팅짱 스토리짱좋아요♥	1
내용도 탄탄하고 배우들 연기도 좋고 재밌는 드라마인데 별로 안떠서 너무아쉬운작품 ㅜㅜ 시험기간에도 끊을수없는 꿀잼 허니잼 드라마!!	1
재미없는것도 있는데 유치한건 더심하네	0
지루해서 도저히 끝까지 볼 수가 없었다.	0
노래만 좋음..캐릭터들이 다 변덕쟁이야.맘을 어떻게 저렇게 빨리 바꾸냐 ㅋㅋ	0
이해하지 못한건 나뿐인가, 한편의 가족파탄 드라마	0
아 진짜 뻥 아니고 나 이거보고 울었음 ㅠㅠㅠㅠㅠㅠ	1
자루함은 어쩔수가없다..	0
종교없인 아무 의미 없이 사는 나약한 자들	0
정말 재밌다!!♥♥♥♥	1
난 참 재밌게 봤는데.. 개인차가 있긴있구나 ^^	1
스토리가 점점 이상하게 흘러감...	0
쓰레기즐	0
딸이 좋아해서 같이 보다보니 오오 이건 그냥 애니가아님 구성도 좋고 그래픽도 좋음 어른이 봐도 재미있음	1
진짜 최악이다. 음향 편집은 누가 했냐, 돈주면 내가 더 잘해줄 수 있는데ㅋㅋ	0
볼수록 빠져드는 연출력과 영상미	1
중학교때부터 성인이된 지금까지도 나의 인생영화	1
하고싶은건 많았던것같지만 난해하다 ....	0
나도 말레피센트처럼 커다란 날개가 달렸으면 좋겠당 하늘을 자유롭고 빠르게 날아보고 싶다ㅠ!	1
이영화를본지도 언4~5년이다되가네요 덴젤워싱톤을좋아해서 나오는영화마다다찾아서봤는데 이영화개인적으로추천합니다 들킬꺼같은그촉박한시간에도 안들키고안잡힐려는 그연기에 박수!	1
소설을 안읽어봐서 그런건가 이해불가???	0
너무 실망스러운 영화	0
솔직히 네이버 평점 유명한데 기자평론가평점이 너무 낮아서 당황스러워요 분석까진 아니더라도 일반분들도 영화를보고 '아 이영화 참 좋았다, 아니였다'는 알잖아요 근데 항상 좋았던 영화들의 평론가들 평점이 참 낮았던게 좀 의심스럽기도 하네요...	1
실망이다	0
이거 재밌으면 영구와 땡칠이도 재밌다고 할 수준임ㅋ	0
어설픈 용두사미 스토리....더 안습인건 밀라요보비치의 가슴이 없다는거ㅜㅜ	0
짱 엄청 재미있어요	1
별 5개 정도 줄까 했는데 불타오르는 애국심으로 별 10개씩 날려대는 중국인들 때문에 1개 준다.	0
새로운 느낌의 영화네요.... 재밌당	1
이게에바인게 먼지 아세여? 친구죽은사실 하나 폭로한다고 전세계매체를 혼란시킴?ㅋ	0
더그가 죽었지만 그더그는 다른 시공간에서 온 더그고그시공간은 이제 사라졌으니 더그가 살아있는 거구나 아 죤나 복잡하다 근데 개잼씀 미래에서온 더그가 불쌍해서마냥 해피엔딩이라고 하기도 뭐하네..	1
연우진과 유다인에게서 헤어나올 수 없는 아련함을 느끼고 있어요.ㅠㅠ	1
내 취향이야요우유여여	1
젊은 그대여 마른 기침을 쏘아내라	1
재기발랄함	1
antjqek	0
박시연 베드신 스킵해서 볼려했는데 재밌어서 다 봐버렸다.. 근데 평점이 낮네? 좀 많이 영화를 알면 재미없는가? 여튼 나같은 단순한 사람에겐 재밌었다.	1
정신없고 산만하다. 지루한 대학생 탐정놀이.	0
스타일로그 흥해라!!이수혁홍종현!!!너무재밌어요 앞으로도 기대합니다♥	1
솔직히 졸작이다 ㅋㅋㅋㅋ	0
간만에 좋은 영화	1
역시 김민종은 드라마. 거기에다가 OST까지. 김희선과의 조합은 괜찮은 듯. 악역으로 나온 송윤아도 상당히 매력적임. 활력 넘치는 호감 케릭터 이강토 굿	1
걍 독특 하기만 한!!!! 영화	0
이거뭐여 무당영화여ㅇㅅㅇ	0
시대 배경만 매력적 .	0
정말 기대없이 봤는데 많은걸 느낀 영화	1
평범했다 스토리 다 나오지만 평범하게봤다 따라한 영화	0
감동 그이상을 보여주네	1
이건 머 개연성도 없고 유치하고 어이없다. 쓰레기 중 상 쓰레기	0
내가 자막을 이상한걸 봐서그런가... 별로임	0
조수정 나온대서 봤다만,, 영화가 화끈한 맛도 없고 여러모로 질이 떨어지네요~	0
아 이런 영화 좋다 ㅋㅋ 너무 재밌음	1
1점도 아까운영화. 동족을 배신한 여자늑대인간을 옹호.. 포카혼타스??	0
너무아름다웠던 은영도,은철도,둘다너무불쌍하고안되서 보는내내마음이편치않았다	1
후지와라 노리카 누나 짱!!	1
조용히 혼자서 숲을 걷는 영화	1
영화보면서 호랑이가 부러웠다.	1
너무 재밌는대 너무 짧다.극장에서 봣어야 됐었는대‥ 그래야 OST도 빵빵하게 들었어야 됬는대 아쉽다 ‥	1
아름다운 영화네요 예술영화란 타이틀이 걸맞네요 배우들도 매력적이구여	1
포켓몬 치고는 살짝 슬펐던 듯 그래도 괜찮은 영화인 것 같아요.	1
약간의 지루함도 큰 재료이며 뛰어난 맛의 요소.	1
best movie ever	1
다정한 아버지 귀여운아들의 마지막여행 ,황홀하기그지없다.	1
가족호러에 에디머피가 나오면 웃기지도 않고 호러도 아니라는 결론이 나오는	0
승리 속에 살다간 헨리 영	1
총빼곤 구석기시대냐? 액션영화라는게 믿기질않는다!	0
불쌍한건 자신들은 범인은 모를 예술적 감각을 지녔다고 착각하리라는 것.	0
똘똘이 소강시... 지금 다운받고 있는데, 기대 되는군요. ㅋㅋ	1
마지막에 어린 제트가 나올때 이미 눈물이 주르륵 주르륵 내려오딥다...	1
색감도 예쁘고 내용도 예쁘고	1
최고의수작. 힘들게 머나먼정글테잎을 구해 다시봤는데 감동이 밀려온다.	1
영화라고 말하기도 민망한 작품. 가능하다면 0점을 주고 싶다.	0
이런 내용을 굳이 SF로 만들필요가 있는가...	0
원덕의 의리로 봄 ㄷ재미는 없다ㅐ	1
토끼 귀여워요!!!	1
증권 금융 드라마로서 완성도 높은 수작	1
뭐야???? 했다가 뭐야...ㅠㅠ 했던 영화. 짧은 런닝 시간 안에 많은 내용물을 담고 있던 창렬지수 0의 영화.	1
웃음만 나오네 그랴..이런 허접한 영화가 내 컴에 몇년째 자리 차지하고 있었다니..	0
최고의 사랑을 느끼게 해준 영화	1
전혀 거북스럽지 않게 밀려오는 감동의 눈물콸콸	1
억지로 쥐어짜는 눈물이 아닌 가슴 먹먹해지는 이야기를 참 예쁘게 풀어 냈다는 생각이 드는군요... 행복한 사전도 좋았지만 저는 이번 작품이 더 성숙한 감독님의 모습을 보는 것 같아 좋았습니다	1
배두나만 무서웠다	0
진짜 마지막에 Fire 음악나올때 소름돋았다; 꼭봐야함	1
안봐서모름니다니다니다	0
현실판이야기 인 것 같아요	1
현대인의 고독을 잘 그려냈다. 처음볼때와 감상후차이가크다.	1
감동과 여운이 남는 드라마 비밀!!! 최고의 드라마 그동안 진짜 재미있게 봤어요	1
이 쓰레기같은, 스티브 잡스는 한국에 해가 되는 사악한 악마, 쓰레기임	0
희극이 헌사하는 최고의 로맨스	1
나와서는 안되는 영화.윤재균은 실력이 별로임	0
"""""""사람이 살고 있었네""""의 서구판..."""	1
아우~~~~~개짱그냥 개짱;;은 오바고 마모루형님 언제나 감사~ㅋㅋ	1
니가왜	0
보는내내 화가나는건 나뿐인가. 이걸 사랑이라 할수있나. 한낱 인간의 더러운 욕망과 치부일뿐.	0
의상도 호러수준이며 조영은 또 누구입니까? 적벽대전이 이거보다 훨씬재밌다. 쓰레기같은영화	0
현실걸즈	0
마녀사냥 재밌내요 잘보고있고요 그런대 한편으로는 이시대의 사회상을 응원 하는것은아닌지 조금은 염려 스러운면은 있내요	1
최고의 학원물이다	1
정말 최고최고!!! 말이 필요없네 ㅎㅎ	1
무리수...각본없이 그냥 생각내키는대로 만든 영화 같다..;;	0
동화의 짬뽕..ㅡㅡ어른은 다들 잠들었던...	0
높은평점댓글보고여기에도알바천국이있나싶었다. 띄어쓰기도귀찮게만드는생소함태어나서처음남에작품에불만을달아본다.	0
이종석씨 연기 너무 잘하고 드라마도 재밋어요	1
감독이 약을 빨고 만든건지 김명민이 약을빤건지 초반에는 기대없다가 정말 재미있게 봤습니다	1
어설픈 선정성과 폭력성..	0
성범죄자 추천 영화? 대체 무슨 뜻이야~? 너도 그러다가 잘린다는건가? 헉!	0
죽이는영화~ 굿~	1
명불허전이라는말에 가장어울리는영화	1
요번에 다시 보게 되었는데 옛 생각나네요.	1
90분내내 이영화보느라 고생햇다;;	0
영어 자막판으로 봤는데 옛날에 봐도 또 보고 싶다한마디로 그냥 계속 보고 싶은 영화!!	1
계륜미떄문에 볼라그랬는데 도저히못보겟다	0
북한 전투기 5대만 더 왔다가는 대한민국 전체가 초토화될 듯..아무리 영화라지만 현실적으로 너무 말이 안되는 영화..서울 상공은 자동문 마냥 뚫리고..국가 비상사태에 전투기 2대만 믿고..나라의 운명을 맡긴다는 것 부터가 문제...	0
잔잔하게 그러나 너무 깊은 내용이 담긴, 영화라기보다는 참좋은 다큐느낌으로 보았습니다.	1
너무 지루했다 극초반만 좋음	0
이건 무슨 정신병자의 미친 짓거리 모음집이냐? 이걸 영화라고.. 에라이~	0
최고다 정말 재밌게 본 영화	1
뭐니이게;; 난 이런거 별로;;;;;	0
희대의 살인마를 남자들의 희생자로 포장해 버리는 미친 꼴페미들의 오나니영화	0
종교의 자유, 사랑에 대해서 다시 생각하게 해준 영화	1
정말.... 이건 장르선택을 잘못한거 같은데..;; 홍보이미지랑 너무 틀림 차라리 다큐SF라고 하지 ;;	0
와..이거 최저평점 아니냐? ㅎㄷㄷ	0
즐겁게 보았습니다.	1
영화보다는 소설로 읽는게 감동이 백만배인듯, 소설강추!!!	1
어디서 알바를..그냥 재미없습니다. 호감순에 나오는 평가들 다 가짜	0
감독에게 만점을 주고싶다 그 인간쓰레기 같은 권력자들 지들 자식이 이런대우 받으면 무슨생각을할까 지가 한짓처럼 대수롭지않을까 인간은 언제나 죄를지으면 돌려받는다	1
워낭소리 이후 계속다큐영화만 나오는군...안타까운 얘기라 욕도 못해	0
최악의 드라마 강서연 말고 다른 배역들은 무뇌아 인 드라마	0
극장에서 봤습니다. 그 관객중 하납니다. 죄송합니다.	0
재밌었어요..!	1
살해된 사병의 입장에서 평가해보는 점수	0
존나 재미없음. 나래이션 꾸역꾸역 끼워 넣고 감동없고 재미없는 휴먼드라마? 쾌감없는 반전 이렇게 거지같은 영화는 오랬만	0
미국 리메이크작보다도 못한 80년대 영화같은 느낌	0
식상하다.가나다라마바	0
정말 어린이용이네	0
많은것을 생각하게 하는 영화...	1
멋진 영화~	1
유치뽕짝 일본은 Red Monkey	0
이게머임ㅋ.. ..ㅎ. ..재미 없....완전... .	0
10점이 아깝지 않아요. 보는 내내 아빠생각나서 눈물이 찡하던..	1
재미서 좀 야하긴하지만	1
정말 친구 같은 시트콤! 내평생 최고의 미드!!!	1
개연성이 많이 떨어지고 작위적인..스토리보다 연기력 중심으로 보는 편이 맘편하다.	0
찌질 show.	0
배우들의 연기가 돋보인다.	1
소소한 액션이라도 기대하시는 분들은 마지막 20분부터만 보시길	0
찬열보려고 봤는데 룸메이트 멤버 들도 좋아하게 됐어요!!	1
보기드문 소재, 몇몇 멋진 장면을 빼면 악소리 난다..	0
알바들 바쁘네 ㅋㅋㅋㅋ	0
개인적으로 너무 사랑스러운 작품임. 최고의 멜로영화임! 보신분들은 무슨 말인줄 알겠죠?? ㅎ	1
내 인생 최악의 영화. 어쩜 대사를 이렇게 못 쓸 수가.....끔찍하다 진심... 외모지상주의의 문제를 던지는 듯했으나 그 유치하고 엉망인 수습에...여주인공에 대한 정마저 떨어지고... 8월의 크리스마스로 눈 정화하러 가야겠다 아오ㅡㅡ	0
이 영화 정말 웃기고 재밌었다.유동근 역시 멋져.	1
이게무슨공포영화?ㅋㅋ	0
이렇게 뜨뜻 미지근한 이야기밖에 못 만들거면 솔직히 코난 극장판 계획 그만 했으면 좋겠다. 뭘 말하고 싶은건지 하나도 모르겠고 등장시킨 주인공들 개성도 그저 그렇고.. 개인적으로 코난 극장판은 8기까지는 볼 만 했다고 생각한다. 그 외에는 쓰레기.	0
내나이 서른다섯... 수지에게 끌린다.. 아저씨 집에서 라면먹고 갈래?ㅎㅎ	1
감동적인 장면들에 눈물이 흐르네요. 성우분 목소리도 너무 좋았습니다. 감사합니다.	1
차마 20분을 버티지 못하고 나의 눈은 처참히 잠기고 말았다	0
1.11 시사회보고나서:)	1
2년전 필리핀으로 선교를 다녀왔고 그때 방문한 바세코땅을 바탕으로 다큐멘터리영화가 만들어졌다고해서 보고왔다 오랫만에 보고싶었던 선교사님들과 피노 목사님 젬마 아줌마를 스크린으로마나 만날수 있어서 좋았다 많은사람들이 이 영화를 꼭 보길 바란다	1
요즘 무협은 왜 이리 지루하고 재미없냐	0
그냥 놀래키기만하고 장화홍련 특유의 영상미도없고.. 리메이크만 되면 이러니..;;	0
집중력 떨어진다	0
쓰레기 영화 분리수거가 안됨	0
진짜 리암리슨 믿고 봤는데 보면서 멘붕한영화.... 기억을 잃었으니까 내가 죽일려 했던 놈을 보호해야지~~ 난 킬러 였지만 기억 되찾았으니 같은 편이었던 놈들도 다죽여야지 데헷!!!! 플롯도 엉성하고....전개도 산만 하고....	0
평점이 너무 낮은듯..	1
남자배우라면 이런영화 하나쯤은 찍기마련, 그래도 작품은 잘 골랐어야지.. 딱 임창정 수준의 작품!	0
정말 지루하고 재미없던 영화	0
아쓰레기 걍쓰레기 과제때문에 봤는데 전개되는 방식도 이상하고 걍 내용도 그지 왕 역할 연기 개못해	0
평점 남발이네. 최소한 졸리게는 하지 말아야지! 거품 낀 채명량의 별 볼일 없는 영화. 바보선언을 열번 보는게 덜 졸리겠다!	0
피아노 치는 대통령과 더불어 최하.	0
최악이다-_- 진짜	0
자비에 엘로리에타 감독은 천재다. 기대를 만족 못 시켜주면 돌아서버리는 팬들의 심리를 꿰뚫어봤다. 각본에서도 영화 씬에서도 나타난다.	1
말이 필요없는 똑똑한 영화, 지적 유희의 즐거움을 담다	1
너무너무 재밌다~무서운것이 재밌어지려면 어떻게 해야지? 다시봐도 무섭고 그래서 잼있음! 여주 매력적임..울나라 공포영화도 이만큼 발전했음 좋겠다~여름마다 볼것이 없음~그래도 터널은 재밌게봤음~넘 기대를 해서 그 기대감으로 내내 봤음~ ㅋㅋ	1
초반빼곤 걍다쓰레기 ..	0
난 나중에 울었는데...볼만함..평점은8.0정도	1
아오이 우익 나오네 1점!	0
감성적 따뜻함. 희망적. 기적소망. 훈훈.	1
이념에 따른 전쟁 가해자(빨치산, 좌익)의 중요 활동인물의 부인(외할머니)이 피해자	0
김래원이 이딴 영화에 나왔었던 말이지?	0
수니가 건드리면 얘가 네이마르 목 딴다 ㅋㅋㅋ 브라질 마피아는 콜롬비아 마피아에 비하면 초딩 수준이지 ㅋㅋㅋㅋ	1
내생각엔 아무래도 감독이 몇년전에는 여진구나 윤시윤 둘다 그닥 유명하지않아서 허접영화 한번 찍어놨다가 시간좀 지나니깐 여진구,윤시윤 둘다 유명해지고 뜨니깐 이때다 싶어서 밑져야 본전 이심정으로 개봉한거 같다. 이따구로 영화 찍어내지맙시다 감독님	0
노홍철씨힘내세요 그리고반성하세요	1
에브리데이. 따뜻한 시간을 영화보는 동안 느끼며 본 영화. 강추.	1
혼자서 영화관에 가게 만든 영화..	1
후한 점수를 주면 안될것 같은 분위기에 별 하나를 깎음.	0
민들레씨앗처럼날아가서뿌리내린문명이대를이어전하는이야기.	1
그냥 영화 스토리도 이상하고 코미디 라더니 보는내내 웃기지도 않고 이영화볼분 절대보지마요 돈낭비 시간낭비 그냥낭비	0
너무 재미있고 추천하고 싶은 영화	1
진짜 재미없음.. ㅋ 보면 시간투자한거 후회함 ㅋㅋ	0
한숨만 나옴 급전개. 돈이아깝다	0
멋진 영화죠...	1
내사랑 보구 순정만화봤다 그리고 이연희의 수수한매력에빠져버렸다 수수한아름다움 이연희씨 흥하세요	1
류승룡 피리불면서 머리 까딱까딱하는데 진자짜오글거림	0
엄청난 여운... 칼리토를보고 알파치노에 관심이 생겼는데 이젠 푹 빠져버렸다	1
이걸 돈주고 본 내가 한심,	0
영어로보았지만 그래도 좋음	1
이 드라마 모르는 사람 이제 많겠지.... 다시 봐도 슬프네 ...	1
솔직히 이해못했지만.. 명작은 틀림없다..	1
가슴이 먹먹해지는 그런영화.. 볼만합니다.	1
유치하다..-,.-	0
야 이영화 정말 끝내주게 웃김,요즘영화 화장실개그는 저리가라~~!!	1
완전 재밌었고! 기광오빠가 너무 귀여웠어우ㅜ	1
내용이 잔잔하면서 너무슬픔ㅠㅠㅠㅠ	1
처음에 개발리다가 빡쳐서 나중엔 개바른다...너무..싱거워 맨날그래..;;	0
비가스루나 감독 늙었구나~노친네 완전 감 읺고 왠 청승,훈계~으허~!! 지루해~!!!!하몽하몽 의 그 비가스 루나가 맞냐구~!! 나이 들면 다 변하는건가 슬퍼지네~~으허~~! 넘 뻔하구~! 유치하구~훈계조야! 왜 찍은거 이런 영활?!!	0
내 인생 수OO 동안 본 영화중에 최고의 쓰레기..이렇게 만들기도 어렵다... 너무 심각해서 최초로 감상평 쓴다.	0
새로울 것 없는 인공 지능의 각성	0
매력을 잃은 소피 마르소 때문일까? 지루하다.	0
니콜라스 너 게이지?	0
후반 20분부터 무너져 내리기는 시작하는 영화 구성 그러나 몰입도는 최고였다	1
전형적인 한국식 싸구려 스릴러 영화.. 숨바꼭질,악마를 보았다등과 같은 스릴러와 마찬가지로 전혀 공감이 가지않는 삽질과 계획으로 억지감정을 부추기며 부족한 구성을 억지로 길게 이어지게끔 만들어놓은듯한 느낌.. 한국 스릴러 수준을 보여준 작품	0
페인이 되게한 드라마,,,,	1
저예산으로 정말 멋진 작품이다 ~ 너무 힘들지 않고 또 너무 흔하지 않아서 좋았다	1
진짜 몇년전에 영화관서 액션씬 재밌게 보고있다가 갑자기 끝남 ㅋㅋㅋㅋ 사람들 수근수근 뭐지 이런분위기 개황당했음	0
이것도 역시 유명하지...	1
너무 막장간다 이젠 더이상 못보겠어 우엨	0
요약: 아빠가 여행가자고하고 아이를 고아원에 넘김 고아원에 처음에 나간다고 난리침. 그리고 처음 들어갓을땨 과롭히던 여자애랑 친햐짐. 같이 해외로 입양ㄱ자고 하고는 혼자감 주인공 여자애도 해외로 입양감 . 끝	0
영화의 시작에서 부터 끝까지 섹스에서 시작해서 섹스로 끝나는 영화..스토리는 그냥 섹스의 부속물일뿐.	0
이렇게 유익한 영화를 오세훈이 더빙 했다고 펌하하는 놈들은 정신상태가	1
영화 줄거리도 줄거리지만 여주인공 연기가 진짜 압권입니다... 특히 번개칠때 표정 ㅋㅋㅋ 귀신영화도 아닌데 무서움	1
비밥 그 자체다. 내 인생 최고의 역작.	1
원수지간될 가족들간에 얽히게 하는건 너무 억지아닙니까???? 몰라서 연애하는것도 아니고 다 알고있는 상태에서 어떻게든 엮이게 만들어서 더 막장으로 몰아가는게 너무 어이없네요 아침부터 화가나요 진짜	0
차라리 정글에서 찍지말고 국내에서 찍어도괴안을듯 요즘은 문명도구가 없는게 없네요 정글의 법칙 초심이 잃어가는듯 하네요 점점 문명가 타협해가고 말장난만 난무하네요 초심을 생각하는 프로그램이 되엇으면 합니다	0
보다 잤다...	0
드.럽.게 재.미.없.음ㅡㅡ	0
연출 이야기 연기 영상미 몰입도 감동 모두 만족스럽다이정도면 명작이다	1
초등학생때 보고 큰 감동을 받은 영화. 아직도 첫손에 꼽고 싶다.	1
B급도 아닌 C급영화다.... 이렇게 재미없을수도 있는건지....	0
이해되지 않는 발리우드의 한 부류. 코믹액션.	0
너무 오글거려서 개인적으로 재미없었다.	0
김치국 버프를 낮춰야 할 필요가 있어	0
이럴지알았어 이럴지 알았다구!!	1
기대안고봤다 대만족한영화	1
기대안하고 보았다가 언제가 기억속에 있는 영화	1
별별 공포영화는 다 봤으나 그 중에서 자기전에 여운이 남아 등이 오싹한 영화라면 이 영화뿐이었다. 그나저나 주온 일본판은 별로 안무섭던데? 화질이 개떡같아서 그런가? 귀신이 멍청하게 생겨서 그런가?	1
그래서, 조개 3개는 어뜨케 쓰는 물건이여?	1
CS루이스에게 사랑과 고통의 의미를. 사랑은 아픔이라는 진실	1
솔직히 역대급 벨붕인건 인정하지만 평점은 10을줍니다	1
자신에게 가장 가깝고 많이 쓰는것이 더 무섭다.. 참신하다 ㅋ	1
현정언니 짱이죠 완전 잼잇어요 ㅎ	1
와우! 이거 매우 재밌는데!!!	1
서서히 빠져들며 이어가던 이야기가 섬득한 결말의 반전으로 끝맺으며 생각하면 할수록 멍해지는 꽤 괜찮은 스릴러?공포?영화~^^	1
아이언맨시리즈중엔 제일재미없는 편인것같다 악당이등장하는것도 좀억지스럽고 아무것도못하고 허무하게 ㅂㅂ하는것두그렇구 전체적으로 너무엉성하고 산만한느낌 1에비해 많이부족하다는느낌이컷다 실평은 7점정도 평점조절용으로1점줌	0
정말재미없네요 30분만에 끝나서혹시나했더니내용도없구 정말돈주고본게아까울정·도입니다	0
어이가없음	0
집에서 봤는데 시간이 아깝네요	0
나만 재밌으면 되지 뭐나도 원작 본 사람이지만 드래곤볼 에볼루션보다는 잘 만듬 ㅇㅇ	1
감독님 화이팅!!! 대박 기원합니다.	1
사상 최악의 쓰레기 중 하나.스토리 재미없고 배우 연기도 엉망이고케릭터성도 없고 긴장감도 없고컴퓨터 그래픽도 어색하고영화재목은 미이라인데 정작 움직이는 미라는 하나뿐이고이거 보고 10년전에 만든 쥬라기공원 봤는데 더 재미있더라	0
뻔하디 뻔한 영화란 이런 것. 너무 뻔해서 당황스럽다.	0
알바댓글보고 빵터짐ㅋㅋ알바들도 웃으면서 댓글적었을거같다	0
이 영화를 왜 보았을까	0
이상인, 박용우, 백윤식 ㅋㅋ 정말 향수를 일으키는 드라마,,^^	1
단편을 잘 이용한 대표적인 영화! 고흐와 패전병....	1
눈물의 영화	1
어후..킬링타임도 아깝습니다	0
진부하다. 개연성도 많이 떨어지는 장면도 많고, 예전에 있었던 사건때문에 얽힌 관계나 감정의 파편은 보는 사람이 공감하기 힘들다.	0
간만에보는 드라마다운 드라마	1
양심상 별 한개는 줌. 그런데 평점들이 안좋아서 안봄.	0
이런 것도 영화라고	0
극장에서 보고 참 돈 아까웠던...	0
배우들의 연기력으로 커버하기엔 턱없이 모자란 연출력..몰입도가 너무 떨어짐.장진영님의 생전 모습을 볼수있는걸로 만족	0
급전개라도전개내용다이해가고주인공의말하나하나가순수하면서예쁜영화.그림체도깔끔하고비록열린결말같지만여운남는영화네요	1
구성이 알차지 못하다.	0
경기장안에서 보이는 선수들의 경기뿐만아니라 경기장 밖에서 펼치는 구단관계자들의 경기	1
최악,그나마 1점 주는것도 영화 오프닝 하고 다아안 키튼,레이첼 맥아담스 나와서임	0
순정이가 왜 왕가네에 끼어 있나 도저히 이해가 안감. 아무리 드라마라고 하지만 이건 아니지요....	0
설마하고 봤는데,,,,영화 후반부는 진짜 코미디다. 반전도 전반이 잘 깔려야 흥미롭지, 이건 뭐, 완전 반전을 위해 시간 허비한 느낌이다. 다운받은 가격, 토해내라!	0
안보시는게 좋습니다.이거 볼시간에 한시간 반동안 코를 파는게 더 내 인생에 유익할듯	0
잔잔한 웃음이 절로 지어지게 만드네요ㅎㅎ카츠와 코이츠의 케미 폭발ㅋㅋ 완전 강추합니다!!	1
최근에 본 코미디중 최고다	1
지난 역사에 있었던 많은 것들을 느끼게한 명화입니다....	1
이 다큐를 보는내내 소름이 돋았다. 정조대왕의 위대함에, 정조대왕의 암살위기에, 수원화성 제작과정에, 한강에 다리없던 시절 배다리 만드는 과정등을 보면서~~~예전에 봤던 '정조암살 미스테리 8일' 이 생각났다. 엄청 감동받았었는데...	1
아씨! 이거뭐야 잼있을거같아서 다운받아봤는데.... 개슬프잖아!!ㅠㅠㅠ 남잔데도..지금 아직도눈이빨게 아 진짜 우울증걸리겠네 진짜 말하는데 남자들이거볼라면 혼자봐라 여자친구앞에서봤다가.. 창피해진다 ... 아 이거 소장용으로 구해야겟다.ㅜㅜ	1
